aspect,description,total,value,class,sd,mean
freq other public transports,rarely,4778,0.18958812792635504,none,1653.125971059216,1365.142857142857
freq other public transports,twice-month,2626,0.10419807951749861,none,926.0346851469648,750.2857142857143
freq other public transports,twice-week,2588,0.10269026267756527,none,916.9265432488502,739.4285714285714
freq train,everyday,637,0.025275771764145704,none,231.01370810697216,182
freq train,never,17586,0.6978017617649392,none,6042.01519520165,5024.571428571428
freq train,P24A000,26,0.0010316641536386002,none,9.287985070329661,8.666666666666666
freq train,rarely,5513,0.21875247996190778,none,1902.898966364341,1575.142857142857
freq train,twice-month,1069,0.04241726847075629,none,367.78882398411594,305.42857142857144
freq train,twice-week,371,0.014721053884612333,none,126.34872377669669,106
freq two-wheeled motorcycle,everyday,235,0.009324656773271963,none,83.09317776133122,67.14285714285714
freq two-wheeled motorcycle,never,23966,0.9509562733116419,none,8239.853171368668,6847.428571428572
freq two-wheeled motorcycle,P21000,26,0.0010316641536386002,none,9.287985070329661,8.666666666666666
freq two-wheeled motorcycle,rarely,460,0.01825251964129831,none,160.70973538531834,131.42857142857142
freq two-wheeled motorcycle,twice-month,253,0.01003888580271407,none,89.80295890766311,72.28571428571429
freq two-wheeled motorcycle,twice-week,262,0.010396000317435124,none,87.9003765092971,74.85714285714286
freq walking,everyday,14378,0.5705102769621458,none,4966.841115504569,4108
freq walking,never,2409,0.09558765177366875,none,834.0572950514679,688.2857142857143
freq walking,P19000,26,0.0010316641536386002,none,9.287985070329661,8.666666666666666
freq walking,rarely,2539,0.10074597254186175,none,874.1446976221685,725.4285714285714
freq walking,twice-month,1313,0.052099039758749306,none,458.2246278014851,375.14285714285717
freq walking,twice-week,4537,0.1800253948099357,none,1576.6713580922851,1296.2857142857142
gender,female,13082,0.5190857868423141,none,4536.325852283458,3737.714285714286
gender,male,12120,0.4809142131576859,none,4134.304714966045,3462.8571428571427
socioprofessional groups,blue collar workers,2144,0.08507261328465995,none,782.9659118043513,612.5714285714286
socioprofessional groups,business owners and shop keepers,563,0.02233949686532815,none,213.78930437855556,187.66666666666666
socioprofessional groups,employees,3369,0.13367986667724785,none,1281.8246369921276,1123
socioprofessional groups,executives and professionals,3078,0.12213316403460042,none,1164.242651847523,879.4285714285714
socioprofessional groups,farmers,32,0.0012697404967859695,none,13.917614738165444,12.8
socioprofessional groups,no professional activity,5276,0.2093484644075867,none,2214.086934241958,1507.4285714285713
socioprofessional groups,none,2,7.935878104912309e-5,none,0,2
socioprofessional groups,P11001,185,0.007340687247043886,none,80.77437712542263,74
socioprofessional groups,P11002,413,0.01638758828664392,none,159.8044638508783,137.66666666666666
socioprofessional groups,P11003,1249,0.04955955876517737,none,480.946843909664,416.3333333333333
socioprofessional groups,P11004,490,0.019442901357035157,none,184.13545738576985,163.33333333333334
socioprofessional groups,P11005,3118,0.12372033965558289,none,1172.5724995353878,1039.3333333333333
socioprofessional groups,P11006,575,0.022815649551622887,none,223.0467813411946,191.66666666666666
socioprofessional groups,P11007,1629,0.06463772716451076,none,744.4292796370602,465.42857142857144
socioprofessional groups,P11008,20,7.935878104912309e-4,none,9.643650760992955,8
socioprofessional groups,P11009,59,0.002341084040949131,none,31.267661675710045,29.5
socioprofessional groups,technicians and associate professionals,3000,0.11903817157368463,none,1105.0974962375385,857.1428571428571
work status,full-time employment,9624,0.3818744544083803,none,3749.7417561873826,2749.714285714286
work status,internship,166,0.006586778827077216,none,61.413508673736004,47.42857142857143
work status,other,241,0.009562733116419331,none,124.46284586172695,120.5
work status,part-time employment,1738,0.06896278073168796,none,646.1116518579948,579.3333333333334
work status,retired,5396,0.2141099912705341,none,2449.4546817802607,1541.7142857142858
work status,school student,4709,0.1868502499801603,none,2324.10392768195,1569.6666666666667
work status,stay at home,696,0.027616855805094834,none,372.89229901764753,348
work status,unemployed,1088,0.04317117689072296,none,479.285380739363,310.85714285714283
work status,university student,1544,0.06126497896992302,none,609.6440022864242,441.14285714285717
age,05-17,210,0.02211224597241234,classe.1,2162.2108174383966,1324.5714285714287
age,18-24,657,0.06917974097083289,classe.1,845.8942858638677,685.1428571428571
age,25-34,935,0.09845214278193114,classe.1,1095.2319171668403,854.5714285714286
age,35-49,1511,0.15910287459197642,classe.1,2072.3587780019907,1582.2857142857142
age,50-64,2275,0.23954933136780035,classe.1,1908.4772039757872,1501.7142857142858
age,65+,3909,0.41160366431504686,classe.1,1985.5357559347146,1252.2857142857142
freq bus,everyday,36,0.00379067073812783,classe.1,253.43957671922325,164.57142857142858
freq bus,never,3295,0.3469516689480889,classe.1,2771.995533563364,2271.714285714286
freq bus,P24B000,5575,0.5870274823628514,classe.1,5237.250578218271,4361.428571428572
freq bus,rarely,446,0.046962198589028115,classe.1,383.6614951453206,317.14285714285717
freq bus,twice-month,103,0.010845530167421291,classe.1,68.10635939819564,52.857142857142854
freq bus,twice-week,42,0.0044224491944824685,classe.1,41.34581224835461,32.857142857142854
freq car as driver,everyday,4042,0.42560808676424133,classe.1,4009.7079991060746,3164.285714285714
freq car as driver,never,2471,0.26018742760871855,classe.1,3301.769850073918,2525.1428571428573
freq car as driver,P22000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq car as driver,rarely,428,0.0450668632199642,classe.1,362.28875618371444,291.14285714285717
freq car as driver,twice-month,488,0.05138464778351058,classe.1,358.35410792492206,284
freq car as driver,twice-week,2060,0.21691060334842582,classe.1,1246.3807413390791,928.5714285714286
freq car as passenger,everyday,606,0.06380962409181846,classe.1,1154.4991492912784,856.5714285714286
freq car as passenger,never,2582,0.27187532905127937,classe.1,2465.5885513933395,2002.2857142857142
freq car as passenger,P23000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq car as passenger,rarely,2748,0.28935453301042435,classe.1,2326.27892116307,1895.4285714285713
freq car as passenger,twice-month,1383,0.14562493418974412,classe.1,1158.3593899090542,957.1428571428571
freq car as passenger,twice-week,2170,0.22849320838159418,classe.1,1802.3238438458382,1481.7142857142858
freq cycling,everyday,264,0.027798252079604086,classe.1,298.7255469171534,248.57142857142858
freq cycling,never,6846,0.7208592187006423,classe.1,5758.485788072119,4752.285714285715
freq cycling,P20000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq cycling,rarely,1288,0.13562177529746236,classe.1,1436.6139588165872,1204
freq cycling,twice-month,531,0.05591239338738549,classe.1,611.6199411243492,512.5714285714286
freq cycling,twice-week,560,0.05896598925976624,classe.1,570.1341112070954,475.7142857142857
freq other public transports,everyday,1202,0.12656628408971254,classe.1,1808.035490064654,1488
freq other public transports,never,3910,0.4117089607244393,classe.1,3451.2613498200776,2850.285714285714
freq other public transports,P24000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq other public transports,rarely,1898,0.19985258502685058,classe.1,1653.125971059216,1365.142857142857
freq other public transports,twice-month,1221,0.1285669158681689,classe.1,926.0346851469648,750.2857142857143
freq other public transports,twice-week,1258,0.13246288301568918,classe.1,916.9265432488502,739.4285714285714
freq train,everyday,78,0.008213119932610298,classe.1,231.01370810697216,182
freq train,never,6619,0.6969569337685585,classe.1,6042.01519520165,5024.571428571428
freq train,P24A000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq train,rarely,2230,0.23481099294514057,classe.1,1902.898966364341,1575.142857142857
freq train,twice-month,441,0.046435716542065915,classe.1,367.78882398411594,305.42857142857144
freq train,twice-week,121,0.012740865536485206,classe.1,126.34872377669669,106
freq two-wheeled motorcycle,everyday,74,0.007791934295040539,classe.1,83.09317776133122,67.14285714285714
freq two-wheeled motorcycle,never,9130,0.9613562177529746,classe.1,8239.853171368668,6847.428571428572
freq two-wheeled motorcycle,P21000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq two-wheeled motorcycle,rarely,147,0.015478572180688639,classe.1,160.70973538531834,131.42857142857142
freq two-wheeled motorcycle,twice-month,61,0.006423080972938823,classe.1,89.80295890766311,72.28571428571429
freq two-wheeled motorcycle,twice-week,77,0.008107823523217858,classe.1,87.9003765092971,74.85714285714286
freq walking,everyday,5655,0.5954511951142466,classe.1,4966.841115504569,4108
freq walking,never,634,0.06675792355480678,classe.1,834.0572950514679,688.2857142857143
freq walking,P19000,8,8.423712751395178e-4,classe.1,9.287985070329661,8.666666666666666
freq walking,rarely,846,0.089080762346004,classe.1,874.1446976221685,725.4285714285714
freq walking,twice-month,475,0.050015794461408865,classe.1,458.2246278014851,375.14285714285717
freq walking,twice-week,1879,0.19785195324839422,classe.1,1576.6713580922851,1296.2857142857142
gender,female,5442,0.573023059913657,classe.1,4536.325852283458,3737.714285714286
gender,male,4055,0.42697694008634307,classe.1,4134.304714966045,3462.8571428571427
socioprofessional groups,blue collar workers,1131,0.11909023902284932,classe.1,782.9659118043513,612.5714285714286
socioprofessional groups,business owners and shop keepers,263,0.027692955670211645,classe.1,213.78930437855556,187.66666666666666
socioprofessional groups,employees,1757,0.1850057913025166,classe.1,1281.8246369921276,1123
socioprofessional groups,executives and professionals,1049,0.11045593345266927,classe.1,1164.242651847523,879.4285714285714
socioprofessional groups,farmers,23,0.0024218174160261135,classe.1,13.917614738165444,12.8
socioprofessional groups,no professional activity,960,0.10108455301674213,classe.1,2214.086934241958,1507.4285714285713
socioprofessional groups,P11001,135,0.014215015267979362,classe.1,80.77437712542263,74
socioprofessional groups,P11002,235,0.024744656207223333,classe.1,159.8044638508783,137.66666666666666
socioprofessional groups,P11003,516,0.0543329472464989,classe.1,480.946843909664,416.3333333333333
socioprofessional groups,P11004,231,0.024323470569653574,classe.1,184.13545738576985,163.33333333333334
socioprofessional groups,P11005,1510,0.15899757818258398,classe.1,1172.5724995353878,1039.3333333333333
socioprofessional groups,P11006,340,0.035800779193429506,classe.1,223.0467813411946,191.66666666666666
socioprofessional groups,P11007,89,0.009371380435927135,classe.1,744.4292796370602,465.42857142857144
socioprofessional groups,P11008,17,0.0017900389596714752,classe.1,9.643650760992955,8
socioprofessional groups,P11009,54,0.005686006107191745,classe.1,31.267661675710045,29.5
socioprofessional groups,technicians and associate professionals,1187,0.12498683794882595,classe.1,1105.0974962375385,857.1428571428571
work status,full-time employment,1693,0.17826682110140044,classe.1,3749.7417561873826,2749.714285714286
work status,internship,25,0.002632410234810993,classe.1,61.413508673736004,47.42857142857143
work status,other,214,0.0225334316099821,classe.1,124.46284586172695,120.5
work status,part-time employment,578,0.060861324628830156,classe.1,646.1116518579948,579.3333333333334
work status,retired,4825,0.5080551753185216,classe.1,2449.4546817802607,1541.7142857142858
work status,school student,201,0.021164578287880383,classe.1,2324.10392768195,1569.6666666666667
work status,stay at home,644,0.06781088764873118,classe.1,372.89229901764753,348
work status,unemployed,924,0.0972938822786143,classe.1,479.285380739363,310.85714285714283
work status,university student,393,0.04138148889122881,classe.1,609.6440022864242,441.14285714285717
age,05-17,5,6.883259911894273e-4,classe.2,2162.2108174383966,1324.5714285714287
age,18-24,396,0.054515418502202644,classe.2,845.8942858638677,685.1428571428571
age,25-34,1549,0.2132433920704846,classe.2,1095.2319171668403,854.5714285714286
age,35-49,3142,0.4325440528634361,classe.2,2072.3587780019907,1582.2857142857142
age,50-64,2113,0.29088656387665196,classe.2,1908.4772039757872,1501.7142857142858
age,65+,59,0.008122246696035243,classe.2,1985.5357559347146,1252.2857142857142
freq bus,everyday,25,0.0034416299559471364,classe.2,253.43957671922325,164.57142857142858
freq bus,never,2546,0.3504955947136564,classe.2,2771.995533563364,2271.714285714286
freq bus,P24B000,4433,0.6102698237885462,classe.2,5237.250578218271,4361.428571428572
freq bus,rarely,232,0.031938325991189426,classe.2,383.6614951453206,317.14285714285717
freq bus,twice-month,20,0.0027533039647577094,classe.2,68.10635939819564,52.857142857142854
freq bus,twice-week,8,0.0011013215859030838,classe.2,41.34581224835461,32.857142857142854
freq car as driver,everyday,5094,0.7012665198237885,classe.2,4009.7079991060746,3164.285714285714
freq car as driver,never,796,0.10958149779735683,classe.2,3301.769850073918,2525.1428571428573
freq car as driver,P22000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq car as driver,rarely,374,0.05148678414096916,classe.2,362.28875618371444,291.14285714285717
freq car as driver,twice-month,311,0.04281387665198238,classe.2,358.35410792492206,284
freq car as driver,twice-week,685,0.09430066079295155,classe.2,1246.3807413390791,928.5714285714286
freq car as passenger,everyday,269,0.03703193832599119,classe.2,1154.4991492912784,856.5714285714286
freq car as passenger,never,2800,0.3854625550660793,classe.2,2465.5885513933395,2002.2857142857142
freq car as passenger,P23000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq car as passenger,rarely,2265,0.31181167400881055,classe.2,2326.27892116307,1895.4285714285713
freq car as passenger,twice-month,893,0.12293502202643172,classe.2,1158.3593899090542,957.1428571428571
freq car as passenger,twice-week,1033,0.14220814977973567,classe.2,1802.3238438458382,1481.7142857142858
freq cycling,everyday,315,0.04336453744493392,classe.2,298.7255469171534,248.57142857142858
freq cycling,never,4666,0.6423458149779736,classe.2,5758.485788072119,4752.285714285715
freq cycling,P20000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq cycling,rarely,1291,0.17772577092511013,classe.2,1436.6139588165872,1204
freq cycling,twice-month,537,0.07392621145374449,classe.2,611.6199411243492,512.5714285714286
freq cycling,twice-week,451,0.06208700440528634,classe.2,570.1341112070954,475.7142857142857
freq other public transports,everyday,1383,0.19039096916299558,classe.2,1808.035490064654,1488
freq other public transports,never,3181,0.43791299559471364,classe.2,3451.2613498200776,2850.285714285714
freq other public transports,P24000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq other public transports,rarely,1460,0.20099118942731278,classe.2,1653.125971059216,1365.142857142857
freq other public transports,twice-month,708,0.0974669603524229,classe.2,926.0346851469648,750.2857142857143
freq other public transports,twice-week,528,0.07268722466960352,classe.2,916.9265432488502,739.4285714285714
freq train,everyday,324,0.04460352422907489,classe.2,231.01370810697216,182
freq train,never,5019,0.6909416299559471,classe.2,6042.01519520165,5024.571428571428
freq train,P24A000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq train,rarely,1547,0.2129680616740088,classe.2,1902.898966364341,1575.142857142857
freq train,twice-month,266,0.03661894273127753,classe.2,367.78882398411594,305.42857142857144
freq train,twice-week,104,0.014317180616740088,classe.2,126.34872377669669,106
freq two-wheeled motorcycle,everyday,107,0.014730176211453744,classe.2,83.09317776133122,67.14285714285714
freq two-wheeled motorcycle,never,6740,0.927863436123348,classe.2,8239.853171368668,6847.428571428572
freq two-wheeled motorcycle,P21000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq two-wheeled motorcycle,rarely,195,0.026844713656387666,classe.2,160.70973538531834,131.42857142857142
freq two-wheeled motorcycle,twice-month,126,0.017345814977973568,classe.2,89.80295890766311,72.28571428571429
freq two-wheeled motorcycle,twice-week,92,0.012665198237885462,classe.2,87.9003765092971,74.85714285714286
freq walking,everyday,3383,0.46572136563876654,classe.2,4966.841115504569,4108
freq walking,never,1026,0.14124449339207049,classe.2,834.0572950514679,688.2857142857143
freq walking,P19000,4,5.506607929515419e-4,classe.2,9.287985070329661,8.666666666666666
freq walking,rarely,941,0.12954295154185022,classe.2,874.1446976221685,725.4285714285714
freq walking,twice-month,498,0.06855726872246697,classe.2,458.2246278014851,375.14285714285717
freq walking,twice-week,1412,0.19438325991189428,classe.2,1576.6713580922851,1296.2857142857142
gender,female,3489,0.4803138766519824,classe.2,4536.325852283458,3737.714285714286
gender,male,3775,0.5196861233480177,classe.2,4134.304714966045,3462.8571428571427
socioprofessional groups,blue collar workers,576,0.07929515418502203,classe.2,782.9659118043513,612.5714285714286
socioprofessional groups,business owners and shop keepers,226,0.031112334801762113,classe.2,213.78930437855556,187.66666666666666
socioprofessional groups,employees,1102,0.15170704845814978,classe.2,1281.8246369921276,1123
socioprofessional groups,executives and professionals,1711,0.23554515418502203,classe.2,1164.242651847523,879.4285714285714
socioprofessional groups,farmers,6,8.259911894273128e-4,classe.2,13.917614738165444,12.8
socioprofessional groups,no professional activity,43,0.005919603524229075,classe.2,2214.086934241958,1507.4285714285713
socioprofessional groups,none,2,2.7533039647577095e-4,classe.2,0,2
socioprofessional groups,P11001,28,0.003854625550660793,classe.2,80.77437712542263,74
socioprofessional groups,P11002,118,0.016244493392070486,classe.2,159.8044638508783,137.66666666666666
socioprofessional groups,P11003,602,0.08287444933920705,classe.2,480.946843909664,416.3333333333333
socioprofessional groups,P11004,182,0.025055066079295155,classe.2,184.13545738576985,163.33333333333334
socioprofessional groups,P11005,1107,0.1523953744493392,classe.2,1172.5724995353878,1039.3333333333333
socioprofessional groups,P11006,130,0.01789647577092511,classe.2,223.0467813411946,191.66666666666666
socioprofessional groups,P11007,21,0.0028909691629955946,classe.2,744.4292796370602,465.42857142857144
socioprofessional groups,P11008,1,1.3766519823788548e-4,classe.2,9.643650760992955,8
socioprofessional groups,technicians and associate professionals,1409,0.19397026431718062,classe.2,1105.0974962375385,857.1428571428571
work status,full-time employment,6339,0.8726596916299559,classe.2,3749.7417561873826,2749.714285714286
work status,internship,33,0.00454295154185022,classe.2,61.413508673736004,47.42857142857143
work status,part-time employment,820,0.11288546255506608,classe.2,646.1116518579948,579.3333333333334
work status,retired,33,0.00454295154185022,classe.2,2449.4546817802607,1541.7142857142858
work status,school student,1,1.3766519823788548e-4,classe.2,2324.10392768195,1569.6666666666667
work status,unemployed,7,9.636563876651982e-4,classe.2,479.285380739363,310.85714285714283
work status,university student,31,0.0042676211453744495,classe.2,609.6440022864242,441.14285714285717
age,05-17,4335,0.780799711815562,classe.3,2162.2108174383966,1324.5714285714287
age,18-24,1105,0.19902737752161384,classe.3,845.8942858638677,685.1428571428571
age,25-34,99,0.017831412103746398,classe.3,1095.2319171668403,854.5714285714286
age,35-49,10,0.0018011527377521613,classe.3,2072.3587780019907,1582.2857142857142
age,50-64,2,3.6023054755043225e-4,classe.3,1908.4772039757872,1501.7142857142858
age,65+,1,1.8011527377521613e-4,classe.3,1985.5357559347146,1252.2857142857142
freq bus,everyday,491,0.08843659942363112,classe.3,253.43957671922325,164.57142857142858
freq bus,never,1080,0.19452449567723343,classe.3,2771.995533563364,2271.714285714286
freq bus,P24B000,3574,0.6437319884726225,classe.3,5237.250578218271,4361.428571428572
freq bus,rarely,310,0.055835734870317004,classe.3,383.6614951453206,317.14285714285717
freq bus,twice-month,45,0.008105187319884726,classe.3,68.10635939819564,52.857142857142854
freq bus,twice-week,52,0.009365994236311239,classe.3,41.34581224835461,32.857142857142854
freq car as driver,everyday,184,0.03314121037463977,classe.3,4009.7079991060746,3164.285714285714
freq car as driver,never,5008,0.9020172910662824,classe.3,3301.769850073918,2525.1428571428573
freq car as driver,P22000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq car as driver,rarely,127,0.02287463976945245,classe.3,362.28875618371444,291.14285714285717
freq car as driver,twice-month,81,0.014589337175792506,classe.3,358.35410792492206,284
freq car as driver,twice-week,141,0.025396253602305477,classe.3,1246.3807413390791,928.5714285714286
freq car as passenger,everyday,1921,0.3460014409221902,classe.3,1154.4991492912784,856.5714285714286
freq car as passenger,never,713,0.1284221902017291,classe.3,2465.5885513933395,2002.2857142857142
freq car as passenger,P23000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq car as passenger,rarely,786,0.1415706051873199,classe.3,2326.27892116307,1895.4285714285713
freq car as passenger,twice-month,683,0.12301873198847263,classe.3,1158.3593899090542,957.1428571428571
freq car as passenger,twice-week,1438,0.2590057636887608,classe.3,1802.3238438458382,1481.7142857142858
freq cycling,everyday,196,0.035302593659942365,classe.3,298.7255469171534,248.57142857142858
freq cycling,never,3174,0.571685878962536,classe.3,5758.485788072119,4752.285714285715
freq cycling,P20000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq cycling,rarely,1160,0.20893371757925072,classe.3,1436.6139588165872,1204
freq cycling,twice-month,527,0.0949207492795389,classe.3,611.6199411243492,512.5714285714286
freq cycling,twice-week,484,0.08717579250720461,classe.3,570.1341112070954,475.7142857142857
freq other public transports,everyday,2130,0.38364553314121036,classe.3,1808.035490064654,1488
freq other public transports,never,1623,0.29232708933717577,classe.3,3451.2613498200776,2850.285714285714
freq other public transports,P24000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq other public transports,rarely,857,0.15435878962536023,classe.3,1653.125971059216,1365.142857142857
freq other public transports,twice-month,400,0.07204610951008646,classe.3,926.0346851469648,750.2857142857143
freq other public transports,twice-week,531,0.09564121037463977,classe.3,916.9265432488502,739.4285714285714
freq train,everyday,185,0.03332132564841499,classe.3,231.01370810697216,182
freq train,never,3959,0.7130763688760807,classe.3,6042.01519520165,5024.571428571428
freq train,P24A000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq train,rarely,1073,0.1932636887608069,classe.3,1902.898966364341,1575.142857142857
freq train,twice-month,221,0.039805475504322764,classe.3,367.78882398411594,305.42857142857144
freq train,twice-week,103,0.01855187319884726,classe.3,126.34872377669669,106
freq two-wheeled motorcycle,everyday,19,0.003422190201729107,classe.3,83.09317776133122,67.14285714285714
freq two-wheeled motorcycle,never,5409,0.9742435158501441,classe.3,8239.853171368668,6847.428571428572
freq two-wheeled motorcycle,P21000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq two-wheeled motorcycle,rarely,53,0.009546109510086455,classe.3,160.70973538531834,131.42857142857142
freq two-wheeled motorcycle,twice-month,24,0.004322766570605188,classe.3,89.80295890766311,72.28571428571429
freq two-wheeled motorcycle,twice-week,36,0.006484149855907781,classe.3,87.9003765092971,74.85714285714286
freq walking,everyday,3888,0.7002881844380403,classe.3,4966.841115504569,4108
freq walking,never,424,0.07636887608069164,classe.3,834.0572950514679,688.2857142857143
freq walking,P19000,11,0.0019812680115273776,classe.3,9.287985070329661,8.666666666666666
freq walking,rarely,402,0.07240634005763688,classe.3,874.1446976221685,725.4285714285714
freq walking,twice-month,191,0.03440201729106628,classe.3,458.2246278014851,375.14285714285717
freq walking,twice-week,636,0.11455331412103746,classe.3,1576.6713580922851,1296.2857142857142
gender,female,2734,0.49243515850144093,classe.3,4536.325852283458,3737.714285714286
gender,male,2818,0.5075648414985591,classe.3,4134.304714966045,3462.8571428571427
socioprofessional groups,blue collar workers,1,1.8011527377521613e-4,classe.3,782.9659118043513,612.5714285714286
socioprofessional groups,executives and professionals,6,0.001080691642651297,classe.3,1164.242651847523,879.4285714285714
socioprofessional groups,no professional activity,4067,0.732528818443804,classe.3,2214.086934241958,1507.4285714285713
socioprofessional groups,P11007,1476,0.265850144092219,classe.3,744.4292796370602,465.42857142857144
socioprofessional groups,technicians and associate professionals,2,3.6023054755043225e-4,classe.3,1105.0974962375385,857.1428571428571
work status,full-time employment,5,9.005763688760807e-4,classe.3,3749.7417561873826,2749.714285714286
work status,internship,95,0.01711095100864553,classe.3,61.413508673736004,47.42857142857143
work status,retired,1,1.8011527377521613e-4,classe.3,2449.4546817802607,1541.7142857142858
work status,school student,4424,0.7968299711815562,classe.3,2324.10392768195,1569.6666666666667
work status,unemployed,3,5.403458213256485e-4,classe.3,479.285380739363,310.85714285714283
work status,university student,1024,0.1844380403458213,classe.3,609.6440022864242,441.14285714285717
age,05-17,47,0.19262295081967212,classe.4,2162.2108174383966,1324.5714285714287
age,18-24,87,0.35655737704918034,classe.4,845.8942858638677,685.1428571428571
age,25-34,36,0.14754098360655737,classe.4,1095.2319171668403,854.5714285714286
age,35-49,15,0.06147540983606557,classe.4,2072.3587780019907,1582.2857142857142
age,50-64,33,0.13524590163934427,classe.4,1908.4772039757872,1501.7142857142858
age,65+,26,0.10655737704918032,classe.4,1985.5357559347146,1252.2857142857142
freq bus,everyday,6,0.02459016393442623,classe.4,253.43957671922325,164.57142857142858
freq bus,never,62,0.2540983606557377,classe.4,2771.995533563364,2271.714285714286
freq bus,P24B000,159,0.6516393442622951,classe.4,5237.250578218271,4361.428571428572
freq bus,rarely,11,0.045081967213114756,classe.4,383.6614951453206,317.14285714285717
freq bus,twice-month,2,0.00819672131147541,classe.4,68.10635939819564,52.857142857142854
freq bus,twice-week,4,0.01639344262295082,classe.4,41.34581224835461,32.857142857142854
freq car as driver,everyday,81,0.3319672131147541,classe.4,4009.7079991060746,3164.285714285714
freq car as driver,never,116,0.47540983606557374,classe.4,3301.769850073918,2525.1428571428573
freq car as driver,rarely,10,0.040983606557377046,classe.4,362.28875618371444,291.14285714285717
freq car as driver,twice-month,10,0.040983606557377046,classe.4,358.35410792492206,284
freq car as driver,twice-week,27,0.11065573770491803,classe.4,1246.3807413390791,928.5714285714286
freq car as passenger,everyday,33,0.13524590163934427,classe.4,1154.4991492912784,856.5714285714286
freq car as passenger,never,41,0.1680327868852459,classe.4,2465.5885513933395,2002.2857142857142
freq car as passenger,rarely,69,0.2827868852459016,classe.4,2326.27892116307,1895.4285714285713
freq car as passenger,twice-month,38,0.1557377049180328,classe.4,1158.3593899090542,957.1428571428571
freq car as passenger,twice-week,63,0.2581967213114754,classe.4,1802.3238438458382,1481.7142857142858
