aspect,description,total,value,class,sd,mean
freq TER,twice-month,24,0.027586206896551724,classe.1,164.4616035663615,139.42857142857142
freq TER,twice-week,18,0.020689655172413793,classe.1,64.97545324050864,55.142857142857146
freq tramway only,everyday,53,0.06091954022988506,classe.1,462.71332274705367,384.57142857142856
freq tramway only,never,434,0.49885057471264366,classe.1,2634.6375371919667,2217.4285714285716
freq tramway only,P24000,2,0.0022988505747126436,classe.1,20.119878821939356,15.142857142857142
freq tramway only,rarely,196,0.22528735632183908,classe.1,1073.9258864203848,906.8571428571429
freq tramway only,twice-month,92,0.10574712643678161,classe.1,445.5640085490363,372.57142857142856
freq tramway only,twice-week,93,0.10689655172413794,classe.1,411.19297983631316,338
freq TRANSISERE,everyday,14,0.016091954022988506,classe.1,315.4170330877912,221.71428571428572
freq TRANSISERE,never,710,0.8160919540229885,classe.1,4056.5663582699617,3405.4285714285716
freq TRANSISERE,P24b000,2,0.0022988505747126436,classe.1,20.119878821939356,15.142857142857142
freq TRANSISERE,rarely,106,0.12183908045977011,classe.1,505.8156543549005,425.14285714285717
freq TRANSISERE,twice-month,24,0.027586206896551724,classe.1,133.25003350307807,110.28571428571429
freq TRANSISERE,twice-week,14,0.016091954022988506,classe.1,69.45365018348225,56.857142857142854
freq two-wheeled motorcycle,everyday,4,0.004597701149425287,classe.1,37.42484532525215,31.428571428571427
freq two-wheeled motorcycle,never,813,0.9344827586206896,classe.1,4689.31152932364,3945.4285714285716
freq two-wheeled motorcycle,P20000,2,0.0022988505747126436,classe.1,20.119878821939356,15.142857142857142
freq two-wheeled motorcycle,rarely,21,0.02413793103448276,classe.1,144.0409994543551,121.14285714285714
freq two-wheeled motorcycle,twice-month,14,0.016091954022988506,classe.1,69.59098190070867,58.285714285714285
freq two-wheeled motorcycle,twice-week,16,0.01839080459770115,classe.1,76.30733597636288,63.142857142857146
gender,female,452,0.5195402298850574,classe.1,2557.3881114099504,2132.5714285714284
gender,male,418,0.4804597701149425,classe.1,2472.999528238262,2102
socioprofessional groups,apprentices,5,0.005747126436781609,classe.1,40.42040974321666,33.142857142857146
socioprofessional groups,blue collar workers,136,0.15632183908045977,classe.1,710.1995963577187,639.3333333333334
socioprofessional groups,business owners and shop keepers,51,0.05862068965517241,classe.1,237.10335299189677,214
socioprofessional groups,employees,164,0.18850574712643678,classe.1,1025.3689928160356,811.7142857142857
socioprofessional groups,executives and professionals,170,0.19540229885057472,classe.1,881.8434695352145,675.7142857142857
socioprofessional groups,farmers,15,0.017241379310344827,classe.1,79.04850831398824,63.666666666666664
socioprofessional groups,no professional activity,149,0.17126436781609194,classe.1,1743.9194225596984,1212.5714285714287
socioprofessional groups,none,2,0.0022988505747126436,classe.1,2.160246899469287,3
socioprofessional groups,technicians and associate professionals,178,0.2045977011494253,classe.1,896.3384246078996,713.7142857142857
work hours,compulsory,147,0.16896551724137931,classe.1,1525.4792533433392,1177.4285714285713
work hours,P9d000,606,0.696551724137931,classe.1,3049.5820166361286,2323.1428571428573
work hours,partially chosen,64,0.0735632183908046,classe.1,725.8110078027331,525.4285714285714
work hours,totally free,53,0.06091954022988506,classe.1,275.72425839353826,243.33333333333334
work shift,2x8,9,0.010344827586206896,classe.1,66.44596802415228,61.333333333333336
work shift,3x8,8,0.009195402298850575,classe.1,47.11232777704184,39.714285714285715
work shift,day,240,0.27586206896551724,classe.1,2372.5236011671705,1774.2857142857142
work shift,night,7,0.008045977011494253,classe.1,54.73816462639816,52.333333333333336
work shift,P9c000,606,0.696551724137931,classe.1,3049.5820166361286,2323.1428571428573
work status,full-time employment,197,0.2264367816091954,classe.1,2074.238150445099,1550.2857142857142
work status,internship,5,0.005747126436781609,classe.1,40.42040974321666,33.142857142857146
work status,other,18,0.020689655172413793,classe.1,129.74847462173366,122
work status,part-time employment,67,0.07701149425287357,classe.1,449.2806949526575,361.14285714285717
work status,retired,353,0.4057471264367816,classe.1,1302.893026343774,834.2857142857143
work status,school student,85,0.09770114942528736,classe.1,1409.2738082667495,1003.6666666666666
work status,stay at home,50,0.05747126436781609,classe.1,277.84941965028463,219.6
work status,unemployed,76,0.08735632183908046,classe.1,223.8882586938234,148.57142857142858
work status,university student,19,0.021839080459770115,classe.1,302.7769884946754,220.28571428571428
age,05-17,258,0.04877126654064272,classe.2,1288.884382860213,829.4285714285714
age,18-24,312,0.05897920604914934,classe.2,457.95991714809026,375.42857142857144
age,25-34,526,0.09943289224952741,classe.2,620.5164131976036,492.57142857142856
age,35-49,863,0.16313799621928166,classe.2,1290.16309415663,1004.8571428571429
age,50-64,1477,0.2792060491493384,classe.2,1156.4956302801766,921.1428571428571
age,65+,1854,0.3504725897920605,classe.2,953.8321705225766,611.1428571428571
freq car as driver,everyday,2371,0.4482041587901701,classe.2,2517.091225620406,2023.7142857142858
freq car as driver,never,1326,0.25066162570888467,classe.2,1794.1750060629404,1359.4285714285713
freq car as driver,P21000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq car as driver,rarely,185,0.03497164461247637,classe.2,143.7113509120013,117.42857142857143
freq car as driver,twice-month,181,0.03421550094517958,classe.2,143.75773271127267,117.42857142857143
freq car as driver,twice-week,1218,0.23024574669187145,classe.2,779.8334987125686,601.4285714285714
freq car as passenger,everyday,534,0.10094517958412098,classe.2,809.6274275421821,627.7142857142857
freq car as passenger,never,1112,0.2102079395085066,classe.2,1151.7420759544254,938.8571428571429
freq car as passenger,P22000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq car as passenger,rarely,1544,0.2918714555765595,classe.2,1427.224896350223,1179.7142857142858
freq car as passenger,twice-month,688,0.13005671077504727,classe.2,572.2932980977665,477.42857142857144
freq car as passenger,twice-week,1403,0.26521739130434785,classe.2,1201.8682282576729,995.7142857142857
freq cycling,everyday,230,0.043478260869565216,classe.2,278.38103383671813,234
freq cycling,never,3383,0.6395085066162571,classe.2,2861.8824058234654,2386.285714285714
freq cycling,P19000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq cycling,rarely,1035,0.1956521739130435,classe.2,1142.647323001242,967.7142857142857
freq cycling,twice-month,260,0.04914933837429111,classe.2,339.73217742944564,287.42857142857144
freq cycling,twice-week,373,0.07051039697542533,classe.2,407.78916120956427,344
freq other public transports,everyday,46,0.008695652173913044,classe.2,106.3171356524118,80
freq other public transports,never,4757,0.8992438563327032,classe.2,4495.838477864571,3788.5714285714284
freq other public transports,P23c000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq other public transports,rarely,322,0.06086956521739131,classe.2,293.26592840271223,245.71428571428572
freq other public transports,twice-month,74,0.013988657844990548,classe.2,63.15966162942022,52.857142857142854
freq other public transports,twice-week,82,0.01550094517958412,classe.2,64.23320606901669,52.285714285714285
freq TAG,everyday,456,0.08620037807183364,classe.2,639.8967922734921,529.7142857142857
freq TAG,never,2678,0.5062381852551985,classe.2,2524.8142505934966,2126
freq TAG,P23b000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq TAG,rarely,966,0.1826086956521739,classe.2,967.4235050355342,813.7142857142857
freq TAG,twice-month,557,0.10529300567107751,classe.2,472.36794576947767,392.85714285714283
freq TAG,twice-week,624,0.11795841209829867,classe.2,442.7310803679922,357.14285714285717
freq TER,everyday,36,0.006805293005671078,classe.2,95.5208777976736,75.71428571428571
freq TER,never,4047,0.7650283553875237,classe.2,3793.3537429361395,3194.5714285714284
freq TER,P24c000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq TER,rarely,983,0.18582230623818524,classe.2,896.4169151205737,754.5714285714286
freq TER,twice-month,154,0.029111531190926274,classe.2,164.4616035663615,139.42857142857142
freq TER,twice-week,61,0.011531190926275992,classe.2,64.97545324050864,55.142857142857146
freq tramway only,everyday,353,0.0667296786389414,classe.2,462.71332274705367,384.57142857142856
freq tramway only,never,2820,0.5330812854442344,classe.2,2634.6375371919667,2217.4285714285716
freq tramway only,P24000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq tramway only,rarely,1063,0.20094517958412098,classe.2,1073.9258864203848,906.8571428571429
freq tramway only,twice-month,512,0.09678638941398866,classe.2,445.5640085490363,372.57142857142856
freq tramway only,twice-week,533,0.10075614366729678,classe.2,411.19297983631316,338
freq TRANSISERE,everyday,62,0.011720226843100189,classe.2,315.4170330877912,221.71428571428572
freq TRANSISERE,never,4418,0.8351606805293006,classe.2,4056.5663582699617,3405.4285714285716
freq TRANSISERE,P24b000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq TRANSISERE,rarely,553,0.10453686200378072,classe.2,505.8156543549005,425.14285714285717
freq TRANSISERE,twice-month,168,0.03175803402646503,classe.2,133.25003350307807,110.28571428571429
freq TRANSISERE,twice-week,80,0.015122873345935728,classe.2,69.45365018348225,56.857142857142854
freq two-wheeled motorcycle,everyday,24,0.004536862003780718,classe.2,37.42484532525215,31.428571428571427
freq two-wheeled motorcycle,never,5060,0.9565217391304348,classe.2,4689.31152932364,3945.4285714285716
freq two-wheeled motorcycle,P20000,9,0.0017013232514177694,classe.2,20.119878821939356,15.142857142857142
freq two-wheeled motorcycle,rarely,101,0.019092627599243857,classe.2,144.0409994543551,121.14285714285714
freq two-wheeled motorcycle,twice-month,48,0.009073724007561436,classe.2,69.59098190070867,58.285714285714285
freq two-wheeled motorcycle,twice-week,48,0.009073724007561436,classe.2,76.30733597636288,63.142857142857146
gender,female,2985,0.5642722117202268,classe.2,2557.3881114099504,2132.5714285714284
gender,male,2305,0.43572778827977315,classe.2,2472.999528238262,2102
socioprofessional groups,apprentices,18,0.003402646502835539,classe.2,40.42040974321666,33.142857142857146
socioprofessional groups,blue collar workers,981,0.18544423440453686,classe.2,710.1995963577187,639.3333333333334
socioprofessional groups,business owners and shop keepers,304,0.05746691871455577,classe.2,237.10335299189677,214
socioprofessional groups,employees,1353,0.255765595463138,classe.2,1025.3689928160356,811.7142857142857
socioprofessional groups,executives and professionals,699,0.13213610586011343,classe.2,881.8434695352145,675.7142857142857
socioprofessional groups,farmers,134,0.025330812854442344,classe.2,79.04850831398824,63.666666666666664
socioprofessional groups,no professional activity,841,0.15897920604914934,classe.2,1743.9194225596984,1212.5714285714287
socioprofessional groups,none,3,5.671077504725897e-4,classe.2,2.160246899469287,3
socioprofessional groups,technicians and associate professionals,957,0.18090737240075613,classe.2,896.3384246078996,713.7142857142857
work hours,compulsory,737,0.1393194706994329,classe.2,1525.4792533433392,1177.4285714285713
work hours,P9d000,4124,0.7795841209829868,classe.2,3049.5820166361286,2323.1428571428573
work hours,partially chosen,277,0.052362948960302455,classe.2,725.8110078027331,525.4285714285714
work hours,totally free,152,0.028733459357277884,classe.2,275.72425839353826,243.33333333333334
work shift,2x8,36,0.006805293005671078,classe.2,66.44596802415228,61.333333333333336
work shift,3x8,56,0.01058601134215501,classe.2,47.11232777704184,39.714285714285715
work shift,day,1013,0.19149338374291117,classe.2,2372.5236011671705,1774.2857142857142
work shift,night,61,0.011531190926275992,classe.2,54.73816462639816,52.333333333333336
work shift,P9c000,4124,0.7795841209829868,classe.2,3049.5820166361286,2323.1428571428573
work status,full-time employment,812,0.15349716446124764,classe.2,2074.238150445099,1550.2857142857142
work status,internship,18,0.003402646502835539,classe.2,40.42040974321666,33.142857142857146
work status,other,224,0.04234404536862004,classe.2,129.74847462173366,122
work status,part-time employment,354,0.06691871455576559,classe.2,449.2806949526575,361.14285714285717
work status,retired,2531,0.4784499054820416,classe.2,1302.893026343774,834.2857142857143
work status,school student,267,0.05047258979206049,classe.2,1409.2738082667495,1003.6666666666666
work status,stay at home,496,0.09376181474480151,classe.2,277.84941965028463,219.6
work status,unemployed,423,0.07996219281663516,classe.2,223.8882586938234,148.57142857142858
work status,university student,165,0.031190926275992438,classe.2,302.7769884946754,220.28571428571428
age,05-17,2506,0.788546255506608,classe.3,1288.884382860213,829.4285714285714
age,18-24,596,0.18753933291378225,classe.3,457.95991714809026,375.42857142857144
age,25-34,56,0.01762114537444934,classe.3,620.5164131976036,492.57142857142856
age,35-49,15,0.004719949653870359,classe.3,1290.16309415663,1004.8571428571429
age,50-64,1,3.1466331025802394e-4,classe.3,1156.4956302801766,921.1428571428571
age,65+,4,0.0012586532410320957,classe.3,953.8321705225766,611.1428571428571
freq car as driver,everyday,135,0.04247954688483323,classe.3,2517.091225620406,2023.7142857142858
freq car as driver,never,2779,0.8744493392070485,classe.3,1794.1750060629404,1359.4285714285713
freq car as driver,P21000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq car as driver,rarely,56,0.01762114537444934,classe.3,143.7113509120013,117.42857142857143
freq car as driver,twice-month,52,0.016362492133417242,classe.3,143.75773271127267,117.42857142857143
freq car as driver,twice-week,123,0.03870358716173694,classe.3,779.8334987125686,601.4285714285714
freq car as passenger,everyday,1231,0.38735053492762744,classe.3,809.6274275421821,627.7142857142857
freq car as passenger,never,245,0.07709251101321586,classe.3,1151.7420759544254,938.8571428571429
freq car as passenger,P22000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq car as passenger,rarely,382,0.12020138451856513,classe.3,1427.224896350223,1179.7142857142858
freq car as passenger,twice-month,284,0.0893643801132788,classe.3,572.2932980977665,477.42857142857144
freq car as passenger,twice-week,1003,0.315607300188798,classe.3,1201.8682282576729,995.7142857142857
freq cycling,everyday,203,0.06387665198237885,classe.3,278.38103383671813,234
freq cycling,never,1352,0.4254247954688483,classe.3,2861.8824058234654,2386.285714285714
freq cycling,P19000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq cycling,rarely,894,0.2813089993706734,classe.3,1142.647323001242,967.7142857142857
freq cycling,twice-month,323,0.10163624921334173,classe.3,339.73217742944564,287.42857142857144
freq cycling,twice-week,373,0.11736941472624292,classe.3,407.78916120956427,344
freq other public transports,everyday,175,0.05506607929515418,classe.3,106.3171356524118,80
freq other public transports,never,2669,0.8398363750786658,classe.3,4495.838477864571,3788.5714285714284
freq other public transports,P23c000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq other public transports,rarely,202,0.06356198867212083,classe.3,293.26592840271223,245.71428571428572
freq other public transports,twice-month,49,0.015418502202643172,classe.3,63.15966162942022,52.857142857142854
freq other public transports,twice-week,50,0.015733165512901194,classe.3,64.23320606901669,52.285714285714285
freq TAG,everyday,779,0.24512271869100064,classe.3,639.8967922734921,529.7142857142857
freq TAG,never,1344,0.42290748898678415,classe.3,2524.8142505934966,2126
freq TAG,P23b000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq TAG,rarely,572,0.17998741346758967,classe.3,967.4235050355342,813.7142857142857
freq TAG,twice-month,231,0.07268722466960352,classe.3,472.36794576947767,392.85714285714283
freq TAG,twice-week,219,0.06891126494650723,classe.3,442.7310803679922,357.14285714285717
freq TER,everyday,48,0.015103838892385148,classe.3,95.5208777976736,75.71428571428571
freq TER,never,2391,0.7523599748269352,classe.3,3793.3537429361395,3194.5714285714284
freq TER,P24c000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq TER,rarely,514,0.1617369414726243,classe.3,896.4169151205737,754.5714285714286
freq TER,twice-month,129,0.040591567023285084,classe.3,164.4616035663615,139.42857142857142
freq TER,twice-week,63,0.019823788546255508,classe.3,64.97545324050864,55.142857142857146
freq tramway only,everyday,538,0.16928886091881687,classe.3,462.71332274705367,384.57142857142856
freq tramway only,never,1491,0.46916299559471364,classe.3,2634.6375371919667,2217.4285714285716
freq tramway only,P24000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq tramway only,rarely,659,0.20736312146003777,classe.3,1073.9258864203848,906.8571428571429
freq tramway only,twice-month,224,0.07048458149779736,classe.3,445.5640085490363,372.57142857142856
freq tramway only,twice-week,233,0.07331655129011957,classe.3,411.19297983631316,338
freq TRANSISERE,everyday,569,0.1790434235368156,classe.3,315.4170330877912,221.71428571428572
freq TRANSISERE,never,2072,0.6519823788546255,classe.3,4056.5663582699617,3405.4285714285716
freq TRANSISERE,P24b000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq TRANSISERE,rarely,355,0.1117054751415985,classe.3,505.8156543549005,425.14285714285717
freq TRANSISERE,twice-month,82,0.025802391441157962,classe.3,133.25003350307807,110.28571428571429
freq TRANSISERE,twice-week,67,0.021082441787287604,classe.3,69.45365018348225,56.857142857142854
freq two-wheeled motorcycle,everyday,17,0.005349276274386407,classe.3,37.42484532525215,31.428571428571427
freq two-wheeled motorcycle,never,3021,0.9505978602894902,classe.3,4689.31152932364,3945.4285714285716
freq two-wheeled motorcycle,P20000,33,0.01038388923851479,classe.3,20.119878821939356,15.142857142857142
freq two-wheeled motorcycle,rarely,52,0.016362492133417242,classe.3,144.0409994543551,121.14285714285714
freq two-wheeled motorcycle,twice-month,25,0.007866582756450597,classe.3,69.59098190070867,58.285714285714285
freq two-wheeled motorcycle,twice-week,30,0.009439899307740718,classe.3,76.30733597636288,63.142857142857146
gender,female,1549,0.487413467589679,classe.3,2557.3881114099504,2132.5714285714284
gender,male,1629,0.5125865324103209,classe.3,2472.999528238262,2102
socioprofessional groups,apprentices,38,0.01195720578980491,classe.3,40.42040974321666,33.142857142857146
socioprofessional groups,employees,2,6.293266205160479e-4,classe.3,1025.3689928160356,811.7142857142857
